threshold,precision,recall,f1
0.007387288,0.3680412371134021,1.0,0.5380557648831952
0.0073966994,0.3684210526315789,1.0,0.5384615384615384
0.007425659,0.368801652892562,1.0,0.5388679245283019
0.007485886,0.36918304033092036,1.0,0.5392749244712991
0.0075086905,0.3695652173913043,1.0,0.5396825396825397
0.0075927973,0.3699481865284974,1.0,0.540090771558245
0.0076248106,0.3703319502074689,1.0,0.5404996214988645
0.007664758,0.3707165109034268,1.0,0.5409090909090909
0.0077092596,0.3711018711018711,1.0,0.5413191811978773
0.0077112443,0.37148803329864727,1.0,0.5417298937784523
0.007720521,0.371875,1.0,0.5421412300683371
0.0077222087,0.3722627737226277,1.0,0.5425531914893617
0.007735879,0.37265135699373697,1.0,0.5429657794676805
0.0077481978,0.3730407523510972,1.0,0.54337899543379
0.007841356,0.37343096234309625,1.0,0.5437928408225439
0.007863028,0.3738219895287958,1.0,0.5442073170731707
0.007883055,0.3742138364779874,1.0,0.5446224256292905
0.007899369,0.3746065057712487,1.0,0.5450381679389313
0.0079170605,0.375,1.0,0.5454545454545454
0.007945515,0.3753943217665615,1.0,0.5458715596330276
0.008016593,0.3757894736842105,1.0,0.5462892119357307
0.00801938,0.3761854583772392,1.0,0.5467075038284839
0.008077439,0.37658227848101267,1.0,0.5471264367816092
0.008091984,0.37697993664202745,1.0,0.5475460122699386
0.008114705,0.3773784355179704,1.0,0.547966231772832
0.008129017,0.37777777777777777,1.0,0.5483870967741935
0.008200613,0.3781779661016949,1.0,0.5488086087624904
0.008276778,0.37857900318133614,1.0,0.5492307692307692
0.008310849,0.37898089171974525,1.0,0.5496535796766744
0.008338992,0.3793836344314559,1.0,0.5500770416024654
0.008358762,0.3797872340425532,1.0,0.5505011565150347
0.008373728,0.3801916932907348,1.0,0.5509259259259259
0.008431546,0.3805970149253731,1.0,0.5513513513513513
0.0084651,0.3810032017075774,1.0,0.5517774343122102
0.00848319,0.3814102564102564,1.0,0.5522041763341067
0.00849079,0.38181818181818183,1.0,0.5526315789473685
0.008493808,0.3822269807280514,1.0,0.5530596436870643
0.008556005,0.38263665594855306,1.0,0.5534883720930233
0.008580226,0.3830472103004292,1.0,0.5539177657098526
0.0085828025,0.38345864661654133,1.0,0.5543478260869565
0.0085906135,0.38387096774193546,1.0,0.5547785547785548
0.008664522,0.38428417653390745,1.0,0.5552099533437014
0.0087362,0.38469827586206895,1.0,0.5556420233463035
0.008793287,0.3851132686084142,1.0,0.5560747663551402
0.008797698,0.3855291576673866,1.0,0.5565081839438815
0.008800475,0.38594594594594595,1.0,0.5569422776911076
0.0088012945,0.38636363636363635,1.0,0.5573770491803279
0.008801756,0.38678223185265437,1.0,0.5578124999999999
0.00882684,0.3872017353579176,1.0,0.5582486317435497
0.008833938,0.38762214983713356,1.0,0.5586854460093897
0.0088472925,0.38804347826086955,1.0,0.5591229444009397
0.00887854,0.38846572361262244,1.0,0.5595611285266459
0.008944639,0.3888888888888889,1.0,0.56
0.0089511005,0.3893129770992366,1.0,0.5604395604395604
0.0090128025,0.38973799126637554,1.0,0.5608798114689709
0.009045206,0.3901639344262295,1.0,0.5613207547169811
0.009052658,0.39059080962800874,1.0,0.5617623918174666
0.009056437,0.3910186199342826,1.0,0.5622047244094488
0.009066379,0.39144736842105265,1.0,0.5626477541371159
0.009093042,0.3918770581778266,1.0,0.5630914826498423
0.009241139,0.3923076923076923,1.0,0.56353591160221
0.00927397,0.3927392739273927,1.0,0.5639810426540284
